epsilon,simNums,times,chosenArms,rewards,cumulativeRewards
0.2,3,177,4,1,136
0.2,3,178,4,1,137
0.2,3,179,4,1,138
0.2,3,180,4,1,139
0.2,3,181,4,1,140
0.2,3,182,4,1,141
0.2,3,183,4,1,142
0.2,3,184,4,1,143
0.2,3,185,4,1,144
0.2,3,186,4,1,145
0.2,3,187,4,0,145
0.2,3,188,4,1,146
0.2,3,189,4,1,147
0.2,3,190,4,1,148
0.2,3,191,4,1,149
0.2,3,192,4,1,150
0.2,3,193,4,1,151
0.2,3,194,4,1,152
0.2,3,195,4,1,153
0.2,3,196,0,0,153
0.2,3,197,4,1,154
0.2,3,198,4,1,155
0.2,3,199,4,1,156
0.2,3,200,4,1,157
0.2,3,201,4,1,158
0.2,3,202,4,1,159
0.2,3,203,4,1,160
0.2,3,204,4,0,160
0.2,3,205,4,1,161
0.2,3,206,4,1,162
0.2,3,207,4,1,163
0.2,3,208,4,1,164
0.2,3,209,4,1,165
0.2,3,210,4,1,166
0.2,3,211,4,1,167
0.2,3,212,4,1,168
0.2,3,213,4,1,169
0.2,3,214,4,1,170
0.2,3,215,4,1,171
0.2,3,216,4,1,172
0.2,3,217,4,1,173
0.2,3,218,4,1,174
0.2,3,219,4,1,175
0.2,3,220,4,1,176
0.2,3,221,4,1,177
0.2,3,222,4,1,178
0.2,3,223,4,1,179
0.2,3,224,4,1,180
0.2,3,225,4,1,181
0.2,3,226,4,1,182
0.2,3,227,4,0,182
0.2,3,228,4,1,183
0.2,3,229,4,0,183
0.2,3,230,4,1,184
0.2,3,231,4,1,185
0.2,3,232,4,1,186
0.2,3,233,4,1,187
0.2,3,234,4,1,188
0.2,3,235,4,1,189
0.2,3,236,4,0,189
0.2,3,237,1,0,189
0.2,3,238,2,0,189
0.2,3,239,3,0,189
0.2,3,240,4,1,190
0.2,3,241,4,1,191
0.2,3,242,4,1,192
0.2,3,243,4,1,193
0.2,3,244,4,1,194
0.2,3,245,4,1,195
0.2,3,246,4,0,195
0.2,3,247,4,1,196
0.2,3,248,4,1,197
0.2,3,249,4,1,198
0.2,3,250,4,1,199
0.2,4,1,0,0,0
0.2,4,2,1,0,0
0.2,4,3,2,0,0
0.2,4,4,3,0,0
0.2,4,5,4,1,1
0.2,4,6,4,1,2
0.2,4,7,4,0,2
0.2,4,8,0,0,2
0.2,4,9,1,0,2
0.2,4,10,2,0,2
0.2,4,11,3,0,2
0.2,4,12,4,1,3
0.2,4,13,4,1,4
0.2,4,14,4,1,5
0.2,4,15,4,1,6
0.2,4,16,4,1,7
0.2,4,17,4,1,8
0.2,4,18,0,0,8
0.2,4,19,1,0,8
0.2,4,20,2,1,9
0.2,4,21,2,0,9
0.2,4,22,3,0,9
0.2,4,23,4,1,10
0.2,4,24,4,1,11
0.2,4,25,4,1,12
0.2,4,26,4,1,13
0.2,4,27,4,1,14
0.2,4,28,4,0,14
0.2,4,29,2,0,14
0.2,4,30,4,1,15
0.2,4,31,4,1,16
0.2,4,32,4,1,17
0.2,4,33,0,0,17
0.2,4,34,1,0,17
0.2,4,35,3,0,17
0.2,4,36,4,1,18
0.2,4,37,4,1,19
0.2,4,38,4,1,20
0.2,4,39,4,1,21
0.2,4,40,4,1,22
0.2,4,41,4,1,23
0.2,4,42,4,0,23
0.2,4,43,4,1,24
0.2,4,44,2,0,24
0.2,4,45,4,1,25
0.2,4,46,4,1,26
0.2,4,47,4,1,27
0.2,4,48,4,1,28
0.2,4,49,4,1,29
0.2,4,50,4,1,30
0.2,4,51,4,1,31
0.2,4,52,0,1,32
0.2,4,53,0,0,32
0.2,4,54,1,0,32
0.2,4,55,3,0,32
0.2,4,56,4,1,33
0.2,4,57,4,1,34
0.2,4,58,4,1,35
0.2,4,59,4,1,36
0.2,4,60,4,1,37
0.2,4,61,4,1,38
0.2,4,62,4,1,39
0.2,4,63,4,1,40
0.2,4,64,4,1,41
0.2,4,65,4,1,42
0.2,4,66,4,1,43
0.2,4,67,4,1,44
0.2,4,68,4,0,44
0.2,4,69,0,0,44
0.2,4,70,2,0,44
0.2,4,71,4,1,45
0.2,4,72,4,1,46
0.2,4,73,4,1,47
0.2,4,74,4,0,47
0.2,4,75,4,1,48
0.2,4,76,1,0,48
0.2,4,77,3,0,48
0.2,4,78,4,1,49
0.2,4,79,4,1,50
0.2,4,80,4,1,51
0.2,4,81,4,1,52
0.2,4,82,4,1,53
0.2,4,83,4,1,54
0.2,4,84,4,1,55
0.2,4,85,4,1,56
0.2,4,86,4,0,56
0.2,4,87,4,1,57
0.2,4,88,4,1,58
0.2,4,89,4,1,59
0.2,4,90,4,1,60
0.2,4,91,4,0,60
0.2,4,92,0,0,60
0.2,4,93,2,1,61
0.2,4,94,2,0,61
0.2,4,95,4,0,61
0.2,4,96,4,1,62
0.2,4,97,4,0,62
0.2,4,98,1,0,62
0.2,4,99,3,0,62
0.2,4,100,4,1,63
0.2,4,101,4,1,64
0.2,4,102,2,0,64
0.2,4,103,4,1,65
0.2,4,104,4,1,66
0.2,4,105,4,0,66
0.2,4,106,4,1,67
0.2,4,107,4,1,68
0.2,4,108,4,1,69
0.2,4,109,4,1,70
0.2,4,110,4,1,71
0.2,4,111,4,1,72
0.2,4,112,4,1,73
0.2,4,113,4,1,74
0.2,4,114,4,1,75
0.2,4,115,4,1,76
0.2,4,116,4,1,77
0.2,4,117,4,1,78
0.2,4,118,4,1,79
0.2,4,119,0,1,80
0.2,4,120,0,0,80
0.2,4,121,4,1,81
0.2,4,122,4,1,82
0.2,4,123,4,1,83
0.2,4,124,4,1,84
0.2,4,125,4,1,85
0.2,4,126,4,1,86
0.2,4,127,4,1,87
0.2,4,128,4,1,88
0.2,4,129,4,1,89
0.2,4,130,4,1,90
0.2,4,131,4,1,91
0.2,4,132,4,1,92
0.2,4,133,4,1,93
0.2,4,134,4,1,94
0.2,4,135,4,1,95
0.2,4,136,4,1,96
0.2,4,137,4,1,97
0.2,4,138,4,1,98
0.2,4,139,4,1,99
0.2,4,140,4,1,100
0.2,4,141,4,1,101
0.2,4,142,4,1,102
0.2,4,143,4,1,103
0.2,4,144,4,1,104
0.2,4,145,4,1,105
0.2,4,146,4,0,105
0.2,4,147,4,1,106
0.2,4,148,4,0,106
0.2,4,149,0,0,106
0.2,4,150,2,0,106
0.2,4,151,1,0,106
0.2,4,152,3,0,106
0.2,4,153,4,1,107
0.2,4,154,4,1,108
0.2,4,155,4,1,109
0.2,4,156,4,1,110
0.2,4,157,4,1,111
0.2,4,158,4,1,112
0.2,4,159,4,0,112
0.2,4,160,4,1,113
0.2,4,161,4,1,114
0.2,4,162,4,1,115
0.2,4,163,4,1,116
0.2,4,164,4,1,117
0.2,4,165,4,1,118
0.2,4,166,4,0,118
0.2,4,167,4,1,119
0.2,4,168,4,1,120
0.2,4,169,4,1,121
0.2,4,170,4,1,122
0.2,4,171,4,0,122
0.2,4,172,4,1,123
0.2,4,173,4,1,124
0.2,4,174,4,1,125
0.2,4,175,4,1,126
0.2,4,176,4,1,127
0.2,4,177,4,1,128
0.2,4,178,4,1,129
0.2,4,179,4,1,130
0.2,4,180,4,1,131
0.2,4,181,4,1,132
0.2,4,182,4,1,133
0.2,4,183,4,1,134
0.2,4,184,4,0,134
0.2,4,185,4,1,135
0.2,4,186,4,1,136
0.2,4,187,4,1,137
0.2,4,188,4,1,138
0.2,4,189,4,1,139
0.2,4,190,0,0,139
0.2,4,191,2,0,139
0.2,4,192,4,1,140
0.2,4,193,4,1,141
0.2,4,194,4,1,142
0.2,4,195,4,1,143
0.2,4,196,4,1,144
0.2,4,197,4,0,144
0.2,4,198,4,1,145
0.2,4,199,4,0,145
0.2,4,200,1,0,145
0.2,4,201,3,0,145
0.2,4,202,4,1,146
0.2,4,203,4,1,147
0.2,4,204,4,1,148
0.2,4,205,4,1,149
0.2,4,206,4,1,150
0.2,4,207,4,1,151
0.2,4,208,4,1,152
0.2,4,209,4,1,153
0.2,4,210,4,1,154
0.2,4,211,4,1,155
0.2,4,212,4,1,156
0.2,4,213,4,0,156
0.2,4,214,4,1,157
0.2,4,215,4,1,158
0.2,4,216,4,1,159
0.2,4,217,4,1,160
0.2,4,218,4,1,161
0.2,4,219,4,1,162
0.2,4,220,4,0,162
0.2,4,221,4,0,162
0.2,4,222,4,1,163
0.2,4,223,4,1,164
0.2,4,224,4,1,165
0.2,4,225,4,1,166
0.2,4,226,4,1,167
0.2,4,227,4,1,168
0.2,4,228,4,1,169
0.2,4,229,4,0,169
0.2,4,230,4,1,170
0.2,4,231,4,1,171
0.2,4,232,4,1,172
0.2,4,233,4,1,173
0.2,4,234,4,1,174
0.2,4,235,4,1,175
0.2,4,236,4,1,176
0.2,4,237,4,1,177
0.2,4,238,4,1,178
0.2,4,239,4,1,179
0.2,4,240,4,1,180
0.2,4,241,4,1,181
0.2,4,242,4,1,182
0.2,4,243,4,1,183
0.2,4,244,4,1,184
0.2,4,245,4,0,184
0.2,4,246,0,1,185
0.2,4,247,0,0,185
0.2,4,248,2,0,185
0.2,4,249,4,1,186
0.2,4,250,4,1,187
0.2,5,1,0,0,0
0.2,5,2,1,1,1
0.2,5,3,2,0,1
0.2,5,4,3,0,1
0.2,5,5,4,0,1
0.2,5,6,1,0,1
0.2,5,7,0,0,1
0.2,5,8,2,0,1
0.2,5,9,3,0,1
0.2,5,10,4,1,2
0.2,5,11,1,0,2
0.2,5,12,4,0,2
0.2,5,13,1,0,2
0.2,5,14,4,1,3
0.2,5,15,4,1,4
0.2,5,16,0,1,5
0.2,5,17,0,0,5
0.2,5,18,2,0,5
0.2,5,19,3,0,5
0.2,5,20,4,1,6
0.2,5,21,4,1,7
0.2,5,22,4,0,7
0.2,5,23,4,1,8
0.2,5,24,0,0,8
0.2,5,25,1,0,8
0.2,5,26,4,1,9
0.2,5,27,4,1,10
0.2,5,28,4,1,11
0.2,5,29,4,1,12
0.2,5,30,2,0,12
0.2,5,31,3,0,12
0.2,5,32,4,1,13
0.2,5,33,4,1,14
0.2,5,34,4,1,15
0.2,5,35,4,0,15
0.2,5,36,4,1,16
0.2,5,37,4,1,17
0.2,5,38,4,1,18
0.2,5,39,0,0,18
0.2,5,40,1,0,18
0.2,5,41,4,1,19
0.2,5,42,4,1,20
0.2,5,43,4,1,21
0.2,5,44,4,1,22
0.2,5,45,4,0,22
0.2,5,46,2,0,22
0.2,5,47,3,0,22
0.2,5,48,4,1,23
0.2,5,49,4,1,24
0.2,5,50,4,1,25
0.2,5,51,4,1,26
0.2,5,52,4,1,27
0.2,5,53,4,1,28
0.2,5,54,4,1,29
0.2,5,55,4,1,30
0.2,5,56,4,0,30
0.2,5,57,0,0,30
0.2,5,58,1,0,30
0.2,5,59,4,1,31
0.2,5,60,4,0,31
0.2,5,61,4,1,32
0.2,5,62,2,0,32
0.2,5,63,3,0,32
0.2,5,64,4,1,33
0.2,5,65,4,1,34
0.2,5,66,4,0,34
0.2,5,67,4,1,35
0.2,5,68,4,1,36
0.2,5,69,4,1,37
0.2,5,70,4,1,38
0.2,5,71,4,1,39
0.2,5,72,4,1,40
0.2,5,73,4,1,41
0.2,5,74,4,0,41
0.2,5,75,0,0,41
0.2,5,76,1,0,41
0.2,5,77,4,1,42
0.2,5,78,4,1,43
0.2,5,79,4,1,44
0.2,5,80,4,1,45
0.2,5,81,4,1,46
0.2,5,82,4,1,47
0.2,5,83,4,1,48
0.2,5,84,4,0,48
0.2,5,85,4,1,49
0.2,5,86,4,1,50
0.2,5,87,4,1,51
0.2,5,88,2,0,51
0.2,5,89,3,0,51
0.2,5,90,4,1,52
0.2,5,91,4,1,53
0.2,5,92,4,1,54
0.2,5,93,4,1,55
0.2,5,94,4,1,56
0.2,5,95,4,1,57
0.2,5,96,4,1,58
0.2,5,97,4,0,58
0.2,5,98,4,0,58
0.2,5,99,0,0,58
0.2,5,100,1,0,58
0.2,5,101,4,1,59
0.2,5,102,4,1,60
0.2,5,103,4,1,61
0.2,5,104,4,1,62
0.2,5,105,4,1,63
0.2,5,106,4,1,64
0.2,5,107,4,1,65
0.2,5,108,4,1,66
0.2,5,109,4,1,67
0.2,5,110,4,1,68
0.2,5,111,4,1,69
0.2,5,112,4,1,70
0.2,5,113,4,1,71
0.2,5,114,4,1,72
0.2,5,115,4,1,73
0.2,5,116,4,1,74
0.2,5,117,4,1,75
0.2,5,118,4,1,76
0.2,5,119,4,0,76
0.2,5,120,4,1,77
0.2,5,121,4,1,78
0.2,5,122,4,1,79
0.2,5,123,4,1,80
0.2,5,124,4,1,81
0.2,5,125,4,1,82
0.2,5,126,4,1,83
0.2,5,127,4,0,83
0.2,5,128,2,0,83
0.2,5,129,3,0,83
0.2,5,130,4,1,84
0.2,5,131,4,1,85
0.2,5,132,4,1,86
0.2,5,133,4,1,87
0.2,5,134,4,1,88
0.2,5,135,4,1,89
0.2,5,136,4,1,90
0.2,5,137,4,1,91
0.2,5,138,4,1,92
0.2,5,139,4,1,93
0.2,5,140,4,1,94
0.2,5,141,4,1,95
0.2,5,142,4,1,96
0.2,5,143,4,1,97
0.2,5,144,4,1,98
0.2,5,145,4,1,99
0.2,5,146,4,1,100
0.2,5,147,4,1,101
0.2,5,148,4,1,102
0.2,5,149,4,1,103
0.2,5,150,4,1,104
0.2,5,151,4,1,105
0.2,5,152,4,1,106
0.2,5,153,4,1,107
0.2,5,154,4,0,107
0.2,5,155,0,0,107
0.2,5,156,1,0,107
0.2,5,157,4,1,108
0.2,5,158,4,1,109
0.2,5,159,4,1,110
0.2,5,160,4,1,111
0.2,5,161,4,1,112
0.2,5,162,4,0,112
0.2,5,163,4,1,113
0.2,5,164,4,1,114
0.2,5,165,4,1,115
0.2,5,166,4,1,116
0.2,5,167,4,1,117
0.2,5,168,4,1,118
0.2,5,169,4,1,119
0.2,5,170,4,1,120
0.2,5,171,4,1,121
0.2,5,172,4,1,122
0.2,5,173,4,1,123
0.2,5,174,4,1,124
0.2,5,175,4,1,125
0.2,5,176,4,1,126
0.2,5,177,4,1,127
0.2,5,178,4,1,128
0.2,5,179,4,0,128
0.2,5,180,4,0,128
0.2,5,181,4,1,129
0.2,5,182,4,1,130
0.2,5,183,4,1,131
0.2,5,184,4,1,132
0.2,5,185,4,1,133
0.2,5,186,4,0,133
0.2,5,187,2,0,133
0.2,5,188,3,1,134
0.2,5,189,3,0,134
0.2,5,190,4,1,135
0.2,5,191,4,1,136
0.2,5,192,4,1,137
0.2,5,193,4,1,138
0.2,5,194,4,1,139
0.2,5,195,4,1,140
0.2,5,196,4,1,141
0.2,5,197,4,1,142
0.2,5,198,4,1,143
0.2,5,199,4,0,143
0.2,5,200,4,1,144
0.2,5,201,4,1,145
0.2,5,202,4,1,146
0.2,5,203,4,1,147
0.2,5,204,4,1,148
0.2,5,205,4,1,149
0.2,5,206,4,1,150
0.2,5,207,4,1,151
0.2,5,208,4,0,151
0.2,5,209,0,0,151
0.2,5,210,1,0,151
0.2,5,211,3,0,151
0.2,5,212,4,1,152
0.2,5,213,4,0,152
0.2,5,214,4,1,153
0.2,5,215,4,1,154
0.2,5,216,4,1,155
0.2,5,217,4,1,156
0.2,5,218,4,0,156
0.2,5,219,4,1,157
0.2,5,220,4,1,158
0.2,5,221,4,1,159
0.2,5,222,4,1,160
0.2,5,223,4,1,161
0.2,5,224,4,0,161
0.2,5,225,4,1,162
0.2,5,226,4,1,163
0.2,5,227,4,1,164
0.2,5,228,4,1,165
0.2,5,229,4,1,166
0.2,5,230,4,1,167
0.2,5,231,4,1,168
0.2,5,232,4,1,169
0.2,5,233,4,1,170
0.2,5,234,4,1,171
0.2,5,235,4,1,172
0.2,5,236,4,1,173
0.2,5,237,4,1,174
0.2,5,238,4,1,175
0.2,5,239,4,1,176
0.2,5,240,4,1,177
0.2,5,241,4,1,178
0.2,5,242,4,1,179
0.2,5,243,4,1,180
0.2,5,244,4,1,181
0.2,5,245,4,1,182
0.2,5,246,4,0,182
0.2,5,247,4,1,183
0.2,5,248,4,1,184
0.2,5,249,4,1,185
0.2,5,250,4,1,186
0.2,6,1,0,0,0
0.2,6,2,1,0,0
0.2,6,3,2,0,0
0.2,6,4,3,0,0
0.2,6,5,4,1,1
0.2,6,6,4,1,2
0.2,6,7,4,1,3
0.2,6,8,4,1,4
0.2,6,9,0,0,4
0.2,6,10,1,0,4
0.2,6,11,2,0,4
0.2,6,12,3,0,4
0.2,6,13,4,1,5
0.2,6,14,4,1,6
0.2,6,15,4,1,7
0.2,6,16,4,1,8
0.2,6,17,4,1,9
0.2,6,18,4,1,10
0.2,6,19,4,1,11
0.2,6,20,4,1,12
0.2,6,21,0,0,12
0.2,6,22,1,0,12
0.2,6,23,2,0,12
0.2,6,24,3,0,12
0.2,6,25,4,1,13
0.2,6,26,4,1,14
0.2,6,27,4,1,15
0.2,6,28,4,1,16
0.2,6,29,4,1,17
0.2,6,30,4,1,18
0.2,6,31,4,1,19
0.2,6,32,4,1,20
0.2,6,33,4,1,21
0.2,6,34,4,1,22
0.2,6,35,4,1,23
0.2,6,36,4,1,24
0.2,6,37,4,1,25
0.2,6,38,0,0,25
0.2,6,39,1,0,25
0.2,6,40,2,0,25
0.2,6,41,3,0,25
0.2,6,42,4,1,26
0.2,6,43,4,1,27
0.2,6,44,4,1,28
0.2,6,45,4,1,29
0.2,6,46,4,1,30
0.2,6,47,4,1,31
0.2,6,48,4,0,31
0.2,6,49,4,1,32
0.2,6,50,4,1,33
0.2,6,51,4,1,34
0.2,6,52,4,1,35
0.2,6,53,4,1,36
0.2,6,54,4,1,37
0.2,6,55,4,1,38
0.2,6,56,4,1,39
0.2,6,57,4,1,40
0.2,6,58,0,0,40
0.2,6,59,1,0,40
0.2,6,60,2,0,40
0.2,6,61,3,0,40
0.2,6,62,4,1,41
0.2,6,63,4,1,42
0.2,6,64,4,1,43
0.2,6,65,4,1,44
0.2,6,66,4,1,45
0.2,6,67,4,1,46
0.2,6,68,4,1,47
0.2,6,69,4,1,48
0.2,6,70,4,1,49
0.2,6,71,4,1,50
0.2,6,72,4,1,51
0.2,6,73,4,1,52
0.2,6,74,4,1,53
0.2,6,75,4,1,54
0.2,6,76,4,1,55
0.2,6,77,4,1,56
0.2,6,78,4,1,57
0.2,6,79,4,1,58
0.2,6,80,4,1,59
0.2,6,81,4,1,60
0.2,6,82,4,1,61
0.2,6,83,4,1,62
0.2,6,84,4,1,63
0.2,6,85,4,1,64
0.2,6,86,4,1,65
0.2,6,87,4,1,66
0.2,6,88,4,0,66
0.2,6,89,0,0,66
0.2,6,90,1,0,66
0.2,6,91,2,0,66
0.2,6,92,3,0,66
0.2,6,93,4,1,67
0.2,6,94,4,1,68
0.2,6,95,4,1,69
0.2,6,96,4,1,70
0.2,6,97,4,1,71
0.2,6,98,4,1,72
0.2,6,99,4,1,73
0.2,6,100,4,1,74
0.2,6,101,4,1,75
0.2,6,102,4,1,76
0.2,6,103,4,1,77
0.2,6,104,4,1,78
0.2,6,105,4,1,79
0.2,6,106,4,1,80
0.2,6,107,4,1,81
0.2,6,108,4,1,82
0.2,6,109,4,1,83
0.2,6,110,4,1,84
0.2,6,111,4,1,85
0.2,6,112,4,1,86
0.2,6,113,4,1,87
0.2,6,114,4,1,88
0.2,6,115,4,1,89
0.2,6,116,4,1,90
0.2,6,117,4,0,90
0.2,6,118,4,0,90
0.2,6,119,4,1,91
0.2,6,120,4,1,92
0.2,6,121,4,1,93
0.2,6,122,4,1,94
0.2,6,123,4,1,95
0.2,6,124,4,1,96
0.2,6,125,4,1,97
0.2,6,126,4,0,97
0.2,6,127,0,0,97
0.2,6,128,1,0,97
0.2,6,129,2,0,97
0.2,6,130,3,0,97
0.2,6,131,4,1,98
0.2,6,132,4,1,99
0.2,6,133,4,1,100
0.2,6,134,4,1,101
0.2,6,135,4,0,101
0.2,6,136,4,1,102
0.2,6,137,4,1,103
0.2,6,138,4,1,104
0.2,6,139,4,1,105
0.2,6,140,4,1,106
0.2,6,141,4,1,107
0.2,6,142,4,0,107
0.2,6,143,4,1,108
0.2,6,144,4,1,109
0.2,6,145,4,1,110
0.2,6,146,4,1,111
0.2,6,147,4,1,112
0.2,6,148,4,1,113
0.2,6,149,4,1,114
0.2,6,150,4,0,114
0.2,6,151,4,1,115
0.2,6,152,4,0,115
0.2,6,153,4,1,116
0.2,6,154,4,1,117
0.2,6,155,4,1,118
0.2,6,156,4,0,118
0.2,6,157,4,1,119
0.2,6,158,4,1,120
0.2,6,159,0,0,120
0.2,6,160,1,0,120
0.2,6,161,2,0,120
0.2,6,162,3,0,120
0.2,6,163,4,1,121
0.2,6,164,4,1,122
0.2,6,165,4,1,123
0.2,6,166,4,1,124
0.2,6,167,4,1,125
0.2,6,168,4,1,126
0.2,6,169,4,1,127
0.2,6,170,4,1,128
0.2,6,171,4,1,129
0.2,6,172,4,1,130
0.2,6,173,4,1,131
0.2,6,174,4,1,132
0.2,6,175,4,0,132
0.2,6,176,4,1,133
0.2,6,177,4,1,134
0.2,6,178,4,1,135
0.2,6,179,4,1,136
0.2,6,180,4,1,137
0.2,6,181,4,1,138
0.2,6,182,4,0,138
0.2,6,183,4,1,139
0.2,6,184,4,1,140
0.2,6,185,4,1,141
0.2,6,186,4,1,142
0.2,6,187,4,1,143
0.2,6,188,4,1,144
0.2,6,189,4,1,145
0.2,6,190,4,1,146
0.2,6,191,4,1,147
0.2,6,192,4,1,148
0.2,6,193,4,1,149
0.2,6,194,4,1,150
0.2,6,195,4,1,151
0.2,6,196,4,1,152
0.2,6,197,4,1,153
0.2,6,198,4,1,154
0.2,6,199,4,0,154
0.2,6,200,4,0,154
0.2,6,201,4,1,155
0.2,6,202,4,1,156
0.2,6,203,4,1,157
0.2,6,204,4,1,158
0.2,6,205,4,1,159
0.2,6,206,4,1,160
0.2,6,207,4,1,161
0.2,6,208,4,1,162
0.2,6,209,4,1,163
0.2,6,210,4,1,164
0.2,6,211,4,1,165
0.2,6,212,4,1,166
0.2,6,213,4,1,167
0.2,6,214,4,1,168
0.2,6,215,4,1,169
0.2,6,216,4,1,170
0.2,6,217,4,1,171
0.2,6,218,4,1,172
0.2,6,219,4,1,173
0.2,6,220,4,0,173
0.2,6,221,0,0,173
0.2,6,222,1,0,173
0.2,6,223,2,0,173
0.2,6,224,3,0,173
0.2,6,225,4,1,174
0.2,6,226,4,1,175
0.2,6,227,4,1,176
0.2,6,228,4,1,177
0.2,6,229,4,1,178
0.2,6,230,4,0,178
0.2,6,231,4,1,179
0.2,6,232,4,0,179
0.2,6,233,4,1,180
0.2,6,234,4,1,181
0.2,6,235,4,1,182
0.2,6,236,4,1,183
0.2,6,237,4,1,184
0.2,6,238,4,0,184
0.2,6,239,4,1,185
0.2,6,240,4,1,186
0.2,6,241,4,1,187
0.2,6,242,4,1,188
0.2,6,243,4,1,189
0.2,6,244,4,1,190
0.2,6,245,4,1,191
0.2,6,246,4,1,192
0.2,6,247,4,1,193
0.2,6,248,4,1,194
0.2,6,249,4,1,195
0.2,6,250,4,1,196
0.2,7,1,0,0,0
0.2,7,2,1,1,1
0.2,7,3,2,0,1
0.2,7,4,3,0,1
0.2,7,5,4,1,2
0.2,7,6,1,0,2
0.2,7,7,4,1,3
0.2,7,8,4,1,4
0.2,7,9,4,1,5
0.2,7,10,0,0,5
0.2,7,11,2,0,5
0.2,7,12,3,0,5
0.2,7,13,4,1,6
0.2,7,14,1,1,7
0.2,7,15,4,1,8
0.2,7,16,1,0,8
0.2,7,17,4,1,9
0.2,7,18,4,0,9
0.2,7,19,4,0,9
0.2,7,20,0,0,9
0.2,7,21,2,0,9
0.2,7,22,3,0,9
0.2,7,23,1,0,9
0.2,7,24,4,1,10
0.2,7,25,4,1,11
0.2,7,26,4,1,12
0.2,7,27,4,1,13
0.2,7,28,4,1,14
0.2,7,29,1,0,14
0.2,7,30,4,1,15
0.2,7,31,4,1,16
0.2,7,32,4,1,17
0.2,7,33,4,1,18
0.2,7,34,0,0,18
0.2,7,35,2,0,18
0.2,7,36,3,0,18
0.2,7,37,4,1,19
0.2,7,38,4,1,20
0.2,7,39,4,1,21
0.2,7,40,4,1,22
0.2,7,41,4,1,23
0.2,7,42,4,1,24
0.2,7,43,4,1,25
0.2,7,44,4,1,26
0.2,7,45,4,1,27
0.2,7,46,1,0,27
0.2,7,47,4,1,28
0.2,7,48,4,1,29
0.2,7,49,4,1,30
0.2,7,50,4,1,31
0.2,7,51,4,1,32
0.2,7,52,4,1,33
0.2,7,53,4,1,34
0.2,7,54,4,0,34
0.2,7,55,0,0,34
0.2,7,56,2,0,34
0.2,7,57,3,1,35
0.2,7,58,3,0,35
0.2,7,59,4,1,36
0.2,7,60,4,1,37
0.2,7,61,4,1,38
0.2,7,62,4,1,39
0.2,7,63,4,1,40
0.2,7,64,4,1,41
0.2,7,65,4,1,42
0.2,7,66,1,0,42
0.2,7,67,4,1,43
0.2,7,68,4,1,44
0.2,7,69,4,1,45
0.2,7,70,4,1,46
0.2,7,71,4,1,47
0.2,7,72,4,1,48
0.2,7,73,3,0,48
0.2,7,74,4,1,49
0.2,7,75,4,1,50
0.2,7,76,4,1,51
0.2,7,77,4,1,52
0.2,7,78,4,1,53
0.2,7,79,4,1,54
0.2,7,80,4,1,55
0.2,7,81,4,1,56
0.2,7,82,4,1,57
0.2,7,83,4,1,58
0.2,7,84,4,1,59
0.2,7,85,4,1,60
0.2,7,86,4,1,61
0.2,7,87,0,0,61
0.2,7,88,2,0,61
0.2,7,89,4,1,62
0.2,7,90,4,1,63
0.2,7,91,4,1,64
0.2,7,92,4,1,65
0.2,7,93,4,0,65
0.2,7,94,1,0,65
0.2,7,95,4,1,66
0.2,7,96,4,1,67
0.2,7,97,4,1,68
0.2,7,98,4,1,69
0.2,7,99,4,1,70
0.2,7,100,4,1,71
0.2,7,101,4,1,72
0.2,7,102,4,1,73
0.2,7,103,4,1,74
0.2,7,104,4,1,75
0.2,7,105,4,1,76
0.2,7,106,3,1,77
0.2,7,107,3,0,77
0.2,7,108,4,1,78
0.2,7,109,4,1,79
0.2,7,110,4,1,80
0.2,7,111,4,1,81
0.2,7,112,4,1,82
0.2,7,113,4,1,83
0.2,7,114,4,1,84
0.2,7,115,4,1,85
0.2,7,116,4,1,86
0.2,7,117,4,1,87
0.2,7,118,4,1,88
0.2,7,119,4,1,89
0.2,7,120,4,1,90
0.2,7,121,4,1,91
0.2,7,122,4,1,92
0.2,7,123,4,1,93
0.2,7,124,4,1,94
0.2,7,125,4,1,95
0.2,7,126,4,1,96
0.2,7,127,4,1,97
0.2,7,128,4,1,98
0.2,7,129,4,1,99
0.2,7,130,4,1,100
0.2,7,131,0,0,100
0.2,7,132,2,0,100
0.2,7,133,4,1,101
0.2,7,134,4,1,102
0.2,7,135,4,1,103
0.2,7,136,4,1,104
0.2,7,137,4,1,105
0.2,7,138,4,1,106
0.2,7,139,1,0,106
0.2,7,140,3,0,106
0.2,7,141,4,0,106
0.2,7,142,4,1,107
0.2,7,143,4,1,108
0.2,7,144,4,1,109
0.2,7,145,4,1,110
0.2,7,146,4,1,111
0.2,7,147,4,1,112
0.2,7,148,4,1,113
0.2,7,149,4,1,114
0.2,7,150,4,1,115
0.2,7,151,4,1,116
0.2,7,152,4,1,117
0.2,7,153,4,1,118
0.2,7,154,4,1,119
0.2,7,155,4,1,120
0.2,7,156,4,0,120
0.2,7,157,4,1,121
0.2,7,158,4,1,122
0.2,7,159,4,1,123
0.2,7,160,4,1,124
0.2,7,161,4,1,125
0.2,7,162,4,1,126
0.2,7,163,4,1,127
0.2,7,164,4,1,128
0.2,7,165,4,0,128
0.2,7,166,4,0,128
0.2,7,167,4,1,129
0.2,7,168,4,1,130
0.2,7,169,4,1,131
0.2,7,170,4,1,132
0.2,7,171,4,1,133
0.2,7,172,4,1,134
0.2,7,173,4,1,135
